WellNo,County,CoName,Hole,SideTrck,Completion,Well_Typ,Field,Wl_Status,Well_Nm,town,Prod Form
0,Erie,Iroquois Gas Corp.,03542,00,00,Oil,Orchard Park-Hamburg,PA,Busendorfer J 3,Orchard Park,Medina
0,Erie,East Aurora Union Free School District,14624,00,00,Oil,East Aurora,AC,Fee 1,Aurora,Medina
0,Erie,"Stedman Energy, Inc.",19767,00,00,Oil,Brant-Eden,AC,Maren 1,Eden,Medina
0,Chautauqua,"Empire Energy E & P, LLC",20761,00,00,Oil,Lakeshore,AC,"Ormond, T 1",Poland,Medina
0,Cattaraugus,BDH Oil Inc.,65533,00,00,OD,Chipmunk,UL,Nichols Run Ho-21,Allegany,Chipmunk & Bradford 2nd
0,Chautauqua,PPP Future Development Inc.,15826,00,00,Oil,Lakeshore,AC,James 2,Busti,Medina
0,Allegany,"Sam Koehler Enterprises, Inc.",21914,00,00,OD,Beech Hill-Independence,AC,Grantier 10,Independence,Fulmer Valley
0,Steuben,Hammondsport Natural Gas,04317,00,00,Oil,Rathbone,UM,Sovocool 2,Rathbone,Rhinestreet
0,Cattaraugus,"Shultz, Todd W.",64176,00,00,OD,Chipmunk,AC,Shultz 1,Carrollton,Chipmunk & Bradford 2nd
0,Chautauqua,"Vertical Energy, Inc.",13651,00,00,OD,Busti,AC,Crandall 2-14,Busti,Glade
0,Erie,"Winter's Railroad Service, Inc",12401,00,00,Oil,North Collins,AC,Winter 1,North Collins,Medina
0,Erie,"Schreiner Oil and Gas, Inc.",14455,00,00,Oil,East Aurora,IN,Vigneron 1-834,Aurora,Medina
0,Cattaraugus,Fault Line Oil Corporation,20407,00,00,GE,Chaffee-Arcade,PA,Rauch & Rauch 1,Yorkshire,Medina
0,Cattaraugus,"East Resources, Inc.",12651,00,00,IW,Bradford,PA,Enterprise Transit St 042,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Chautauqua,"Stedman Energy, Inc.",14783,00,00,Oil,Lakeshore,AC,Parker 4-A,Chautauqua,Medina
0,Allegany,James V. Joyce/DBA Pipeline Co.,60816,00,00,Oil,Andover,UL,Livermore 13,Andover,Penny
0,Chautauqua,"K. Petroleum, Inc.",20204,00,00,Oil,Lakeshore,AC,Alexander/Rundell 1-332,Villenova,Medina
0,Erie,Iroquois Gas Corp.,04586,00,00,Oil,Tonawanda,PA,Allenbach H 14,Amherst,Medina
0,Wyoming,Lenape Resources LLC,19146,00,00,Oil,Chaffee-Arcade,AC,Haggerty 1,Arcade,Medina
0,Steuben,Appalachian Development Corporation,00091,00,00,DW,Not Applicable,UM,State of NY 10-A 1,Bath,Not Applicable
0,Cattaraugus,"Little, Jay R.",10855,00,00,OD,Chipmunk,AC,Pfouts I 25,Carrollton,Bradford & Chipmunk
0,Steuben,Van Gilder,00090,00,00,DW,Not Applicable,UM,Farnham 1,Addison,Not Applicable
0,Erie,Seneca Nation of Indians,63618,00,00,Oil,Not Applicable,UN,Catt. Reservation #1658 (R-60),Brant,Not Applicable
0,Ontario,Ontario Gas,02642,00,00,Oil,West Bloomfield,UM,Case,West Bloomfield,Medina
0,Chautauqua,"Vertical Energy, Inc.",09556,00,00,OD,Busti,AC,Crandall 3-6,Busti,Glade
0,Erie,"Stedman Energy, Inc.",20738,00,00,Oil,Brant-Eden,AC,Arrigo/Notaro 1,Brant,Grimsby
0,Allegany,"Sam Koehler Enterprises, Inc.",10291,00,00,OD,Richburg,IN,A-H Lot 80-7-80,Alma,Richburg
0,Tompkins,Belmont Quadrangle Drilling,02355,00,00,DW,Not Applicable,UN,Nesbit V B 1,Dryden,Not Applicable
0,Cattaraugus,Perkins & Perkins Oil Co. Inc.,64104,00,00,OD,Four Mile,IN,Minderler 9,Allegany,Bradford
0,Cattaraugus,AC Oil LLC,15172,00,00,OD,Chipmunk,AC,Lippert 03,Carrollton,Chipmunk & Bradford 2nd
0,Wyoming,"McCormick, Mark",17920,00,00,Oil,Java,AC,"McCormick, D 1",Java,Medina
0,Cattaraugus,BDH Oil Inc.,65052,00,00,IW,Chipmunk,PA,Nichols Run Ew-25,Allegany,Chipmunk & Bradford 2nd
0,Schuyler,Belmont Quadrangle Drilling,00521,00,00,DW,Not Applicable,UL,Berry 1,Hector,Not Applicable
0,Allegany,Pennzoil Products Co.,69424,00,00,OD,Richburg,PA,Ballard 59,Bolivar,Not Applicable
0,Chautauqua,"Empire Energy E & P, LLC",14587,00,00,Oil,Lakeshore,AC,"Larsen, J 1",Ellicott,Medina
0,Chautauqua,"Curtis & Son Oil, Inc.",05301,00,00,OD,Busti,AC,Muntz Nora 2,Busti,Glade
0,Chautauqua,PPP Future Development Inc.,16824,00,00,Oil,Lakeshore,AC,Chautauqua Co 2,Ellery,Medina
0,Allegany,Helmhold Oil Incorporated,55209,00,00,OD,Fulmer Valley,NR,Roeske Lot 75 32,Wellsville,Fulmer Valley
0,Chautauqua,"Empire Energy E & P, LLC",20752,00,00,Oil,Lakeshore,AC,"Green, G 1",Chautauqua,Medina
0,Cattaraugus,"Carls, Kevin D",66474,00,00,OD,Bradford,PA,Miller A 18,Allegany,Bradford Third
0,Erie,Iroquois Gas Corp.,03007,00,00,Oil,Alden-Lancaster,PA,Kosakowski 1932,Alden,Medina
0,Cattaraugus,Cal Ban Corp.,19933,00,00,OD,Five Mile,NR,Munsoncbm 11,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Chautauqua,"Republic Light, Heat & Power",01517,00,00,Oil,Lakeshore,UM,Peterson C,Sheridan,Medina
0,Chautauqua,PPP Future Development Inc.,12533,00,00,GW,Lakeshore,AC,Milspaw NY 16,Cherry Creek,Medina
0,Cattaraugus,Unknown,01927,00,00,NL,Not Applicable,UL,Nenno Frank 2,Dayton,Not Applicable
0,Chautauqua,"Empire Energy E & P, LLC",10299,00,00,Oil,Lakeshore,AC,Nyhart Lyle G 1,Pomfret,Medina
0,Wyoming,United States Gypsum Company,20867,00,00,Oil,Sheldon,PA,"Boxler, H. 2",Sheldon,Medina
0,Chautauqua,Unknown,02016,00,00,Oil,Lakeshore,UM,Cushman J E 1,Hanover,Medina
0,Allegany,Pennzoil Products Co.,69405,00,00,IW,Not Applicable,UL,Ballard 126,Bolivar,Not Applicable
0,Cattaraugus,BDH Oil Inc.,10367,00,00,IW,Chipmunk,PA,Nichols Run Hw-214,Allegany,Chipmunk & Bradford 2nd
0,Chautauqua,"Empire Energy E & P, LLC",18428,00,00,Oil,Lakeshore,AC,"Hinsdale, E 1",Sherman,Medina
0,Allegany,SK Enterprises,16507,00,00,OD,Richburg,IN,Starr 8,Bolivar,Richburg
0,Cattaraugus,"Reiss, Kenneth G.",04555,00,00,Oil,Clarksville,AC,Wagner 1,Portville,Upper Devonian
0,Seneca,Minard Run Oil Company,22959,00,00,Oil,Fayette-Waterloo,AC,Rasmussen 624597,Fayette,Queenston
0,Ontario,"Republic Light, Heat & Power",02891,00,00,DW,Not Applicable,UM,Phillips M J 4,East Bloomfield,Not Applicable
0,Allegany,"C.O.G. Development & Resources, Inc.",65280,00,00,OD,Richburg,IN,Meadowbank ma25,Bolivar,Richburg
0,Cattaraugus,"Severtson, James C.",66200,00,00,OD,Chipmunk,AC,Homer 26,Allegany,Chipmunk
0,Chautauqua,PPP Future Development Inc.,18579,00,00,Oil,Lakeshore,AC,Rice 4,Cherry Creek,Medina
0,Chautauqua,"K. Petroleum, Inc.",20183,00,00,Oil,Lakeshore,IN,Anderson/Conroe 1,Ellery,Medina
0,Livingston,Newfield Gas & Oil,04295,00,00,Oil,Dansville,UM,Kridler 3,North Dansville,Not Applicable
0,Allegany,"Hewitt Oil, LLC",62373,00,00,OD,Richburg,IN,Cowles 9,Bolivar,Richburg
0,Cattaraugus,"Woods Oil Company, Inc.",22721,00,00,OD,Chipmunk,AC,Woods 11,Carrollton,Chipmunk & Bradford 2nd
0,Cayuga,"OI Auburn, Inc.",15665,00,00,GE,West Auburn,AC,Schwartz A119-4,Aurelius,Queenston
0,Steuben,Appalachian Development Corporation,00078,00,00,DW,Not Applicable,UM,Faucett 1,Bath,Not Applicable
0,Allegany,Case Brothers Inc.,16648,00,00,Oil,Richburg,IN,Willets & Paul k-15,Genesee,Richburg
0,Cattaraugus,"Empire Energy E & P, LLC",17162,00,00,Oil,Lakeshore,AC,"Brown, G 1",Randolph,Medina
0,Livingston,Lenape Resources LLC,20574,00,00,Oil,Avon,IN,Steele 2a,Avon,Medina
0,Cayuga,"OI Auburn, Inc.",17597,00,00,Oil,West Auburn,AC,Smith A118-3,Aurelius,Queenston
0,Chautauqua,"Empire Energy E & P, LLC",10146,00,00,Oil,Lakeshore,AC,Scholl 115,Portland,Medina
0,Allegany,"Sandstone Oil & Gas Development, LLC",04962,00,00,OD,Richburg,IN,Slade Lot 29 E-45,Genesee,Richburg
0,Cattaraugus,"McCracken, Carl A. III",55152,00,00,OD,Bradford,PA,McCray 53,Carrollton,Bradford
0,Cattaraugus,"Shultz, Martin K",18304,00,00,OD,Chipmunk,PA,Shultz 12,Carrollton,Chipmunk & Bradford 2nd
0,Cattaraugus,SWEPI LP,13205,00,00,OD,Bradford,PA,Enter Transit 160,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Genesee,"Alden Aurora Gas Company, Inc.",16148,00,00,Oil,Alden-Lancaster,AC,Carroll 1,Darien,Medina
0,Allegany,Knights Creek Oil Co.,69888,00,00,OD,Richburg,UL,McKee 8,Scio,Not Applicable
0,Erie,Sivad Energy No 4,20278,00,00,Oil,Akron,AC,J. Termini & G.Cummings 1,Newstead,Medina
0,Erie,"Cotton Well Drilling Company, Inc.",20790,00,00,GE,Brant-Eden,AC,"Schmitt, I 1",Concord,Medina
0,Genesee,United States Gypsum Company,15899,00,00,Oil,Huron Creek,AC,Manne 1,Darien,Medina
0,Allegany,"Saint John Exploration & Production, Inc.",60939,00,00,OD,Richburg,IN,Trio Farm 47,Bolivar,Richburg
0,Cattaraugus,Perkins & Perkins Oil Co. Inc.,68672,00,00,OD,Four Mile,AC,Fhsog-Wolf W 2,Allegany,Bradford Third
0,Oswego,Pulaski Gas & Oil,02557,00,00,Oil,Pulaski,UM,Calkins 0,Richland,Trenton
0,Chautauqua,"Dougherty, F.L.",02977,00,00,Oil,Lakeshore,UM,Schlepp Charles,Sheridan,Medina
0,Cattaraugus,"Severtson, James C.",06389,00,00,OD,Chipmunk,IN,Homer Farm 30,Allegany,Chipmunk
0,Cattaraugus,"McCracken Oil & Gas, LLC",11380,00,00,OD,Bradford,PA,Clark No 07,Carrollton,"Chipmunk, Bradford 2nd & 3rd"
0,Cattaraugus,Newman Drilling Co.,65773,00,00,OD,Chipmunk,PA,North Clare 7,Allegany,Chipmunk
0,Cattaraugus,"Empire Energy E & P, LLC",16993,00,00,Oil,Lakeshore,AC,"Payne, D 1",Conewango,Medina
0,Cattaraugus,"McCracken Oil & Gas, LLC",11852,00,00,OD,Bradford,PA,Clark No 026,Carrollton,Chipmunk
0,Allegany,Klein Oil & Logging,08884,00,00,OD,Beech Hill-Independence,PA,Austin Lot 40 3,Independence,Fulmer Valley
0,Chautauqua,"R.C. Southwell Oil, LLC",13542,00,00,OD,Busti,AC,Peereboom 4,Busti,Glade
0,Cattaraugus,BDH Oil Inc.,65109,00,00,IW,Chipmunk,PA,Nichols Run Gw-3,Allegany,Chipmunk & Bradford 2nd
0,Erie,"Kayak Gas & Oil Co., Inc.",13706,00,00,Oil,Lakeview,UL,Hicks  1,Evans,Medina
0,Allegany,"Clark, Ernest E. and Richard C.",65581,00,00,OD,Ford's Brook,IN,Doty 4,Alma,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",12168,00,00,Oil,Lakeshore,AC,Shorewood 1335,Dunkirk,Medina
0,Chautauqua,PPP Future Development Inc.,12243,00,00,Oil,Lakeshore,AC,Noel 491,Arkwright,Medina
0,Chautauqua,"Empire Energy E & P, LLC",16710,00,00,Oil,Lakeshore,AC,NYSRA 5-20,Chautauqua,Medina
0,Cattaraugus,BDH Oil Inc.,10581,00,00,OD,Chipmunk,UM,Nichols Run Ho-210,Allegany,Chipmunk
0,Allegany,Moose Oil Co.,61123,00,00,IW,Richburg,PA,Tullar p-6,Bolivar,Waugh & Porter
0,Erie,Herman's Supply Company,15244,00,00,Oil,West Seneca,AC,D A Griffin Alpha,West Seneca,Medina
0,Allegany,AJ Oil And Gas Exploration Inc,65943,00,00,OD,Fulmer Valley,IN,W & J 2,Willing,Fulmer Valley
0,Cattaraugus,Miller Oil Co.,09491,00,00,OD,Bradford,NR,Kinley 01,Allegany,Bradford
0,Chautauqua,"Youngberg, Brian Lenn",12418,00,00,Oil,Lakeshore,AC,Youngberg 1,Hanover,Medina
0,Erie,"Waddell, Debora",17044,00,00,Oil,Lakeview,AC,Grupp2,Evans,Medina
0,Ontario,"Republic Light, Heat & Power",02881,00,00,DH,Bristol,UM,Decker 1,East Bloomfield,Not Applicable
0,Allegany,"Saint John Exploration & Production, Inc.",60923,00,00,IW,Richburg,IN,Trio Farm 15x,Bolivar,Richburg
0,Cattaraugus,PPP Future Development Inc.,22566,00,00,Oil,Chaffee-Arcade,AC,Medina Power Co Mpc 3,Yorkshire,Medina
0,Chautauqua,"Empire Energy E & P, LLC",11784,00,00,Oil,Lakeshore,AC,Stafford 1292,Pomfret,Medina
0,Cattaraugus,M. J. McCaffery Oil Co.,66415,00,00,OD,Chipmunk,NR,Hill 17,Carrollton,Chipmunk
0,Cattaraugus,BDH Oil Inc.,65090,00,00,OD,Chipmunk,PA,Nichols Run Go-10,Allegany,Chipmunk & Bradford 2nd
0,Chautauqua,"Nucomer Energy, LLC",18915,00,00,Oil,Lakeshore,AC,"Butcher, J 6339",Villenova,Medina
0,Cattaraugus,Frank H. Stephan Oil Group,10704,00,00,OD,Bradford,PA,223 Geiger,Allegany,Bradford
0,Chautauqua,"Empire Energy E & P, LLC",22585,00,00,Oil,Lakeshore,AC,Buseck 2 8469,Stockton,Medina
0,Cattaraugus,Frank H. Stephan Oil Group,68171,00,00,OD,Four Mile,PA,Nine Mile 12,Allegany,Bradford Third
0,Allegany,"Witter, Terry L.",60509,00,00,OD,Richburg,IN,Fox 13,Bolivar,Richburg
0,Cattaraugus,"Empire Energy E & P, LLC",16831,00,00,Oil,Lakeshore,AC,J McDonald 2,Persia,Medina
0,Erie,"DBT Pierce Land, LLC",17807,00,00,Oil,Alden-Lancaster,IN,Pierce 1,Marilla,Medina
0,Cattaraugus,"East Resources, Inc.",60518,00,00,IW,Bradford,PA,Enter. Transit 08,Allegany,Bradford
0,Wyoming,"Texas Brine Company, LLC",23356,00,00,BR,Wyoming Village,PA,Texas Brine 48,Middlebury,Not Applicable
0,Allegany,Dragon Eye Oil Co.,52388,00,00,OD,Richburg,NR,Pike(Taylor & Taylor) 12,Alma,Richburg
0,Madison,Sangerfield Oil & Gas,01175,00,00,DW,Not Applicable,UN,Raffauf Albert,Brookfield,Not Applicable
0,Chautauqua,PPP Future Development Inc.,23401,00,00,Oil,Lakeshore,AC,Eckman A. 4,Kiantone,Medina
0,Erie,"Reserve Gas Company, Inc.",04097,00,00,Oil,Alden-Lancaster,AC,Vine 1,Alden,Medina
0,Chautauqua,"Empire Energy E & P, LLC",14476,00,00,Oil,Lakeshore,AC,Ellis 1,Westfield,Medina
0,Cattaraugus,W. A. Boser Oil,64014,00,00,OD,Chipmunk,AC,Maloney Devonian 7,Allegany,Chipmunk
0,Erie,Iroquois Gas Corp.,03700,00,00,Oil,Alden-Lancaster,PA,Bowen Barbara 1,Lancaster,Medina
0,Genesee,United States Gypsum Company,21331,00,00,Oil,Alden-Lancaster,AC,Reynolds 4,Darien,Medina
0,Tompkins,NYS Natural Gas Corp.,00490,00,00,DW,Not Applicable,UN,Miller Brothers 1,Danby,Not Applicable
0,Cattaraugus,"Severtson, James C.",07681,00,00,OD,Chipmunk,AC,Homer Farm 33,Allegany,Chipmunk
0,Chautauqua,"Tellinghuisen, George",05439,00,00,OD,Busti,PA,Tellinghuisen 4,Busti,Glade
0,Chautauqua,PPP Future Development Inc.,18922,00,00,Oil,Lakeshore,AC,"Adamson, W 1a",North Harmony,Medina
0,Cattaraugus,BDH Oil Inc.,10982,00,00,OD,Chipmunk,UL,Nichols Run Ho-228,Allegany,Chipmunk & Bradford 2nd
0,Chautauqua,PPP Future Development Inc.,17064,00,00,Oil,Lakeshore,SI,"Button, A 1",Carroll,Medina
0,Chautauqua,"Stedman Energy, Inc.",14468,00,00,Oil,Lakeshore,AC,Battaglia-Thomas 2,Chautauqua,Medina
0,Allegany,Moose Oil Co.,61149,00,00,IW,Richburg,CA,Tullar p-32,Bolivar,Not Applicable
0,Genesee,United States Gypsum Company,17547,00,00,Oil,Huron Creek,AC,Reynolds 1,Darien,Medina
0,Steuben,Flanigan J.F. et al,04192,00,00,DW,Not Applicable,UM,Pisklo 1,Bath,Not Applicable
0,Allegany,"Simon of Bolivar Enterprises, Inc.",08282,00,00,OD,Richburg,AC,Wheeler 43 (P43),Bolivar,Richburg
0,Cattaraugus,"McCracken Oil & Gas, LLC",55132,00,00,OD,Bradford,PA,McCray 33,Carrollton,Bradford
0,Allegany,Pine Oil Co.,65706,00,00,IW,Richburg,IN,Pine Oil 119,Genesee,Richburg
0,Steuben,"Strait, J.H. Milling",00134,00,00,DW,Not Applicable,UM,Amidon Bros & Wright 1,Hornellsville,Not Applicable
0,Onondaga,Meridian Gas Co.,02399,00,00,Oil,Baldwinsville,UM,Fraver,Van Buren,Trenton
0,Cattaraugus,"McCracken, Carl A. III",61002,00,00,OD,Four Mile,PA,Klice 3,Allegany,Bradford
0,Chautauqua,"Empire Energy E & P, LLC",14357,00,00,Oil,Lakeshore,AC,"McCutchean, E 1",Ripley,Medina
0,Erie,"Stedman Energy, Inc.",19372,00,00,Oil,Brant-Eden,AC,Monckton 2,Eden,Medina
0,Erie,"Stedman Energy, Inc.",19372,00,00,Oil,Brant-Eden,AC,Monckton 2,Eden,Medina
0,Allegany,"Sturdevant, Walter B.",67510,00,00,IW,Richburg,UL,Sloan W15,Bolivar,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",17957,00,00,Oil,Lakeshore,AC,"Pero, P 1",Poland,Medina
0,Allegany,"Simon of Bolivar Enterprises, Inc.",12839,00,00,OD,Richburg,AC,Wheeler 49 (P49),Bolivar,Richburg
0,Allegany,"C.O.G. Development & Resources, Inc.",65226,00,00,OD,Richburg,IN,Lincoln l3,Bolivar,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",15359,00,00,Oil,Lakeshore,AC,Barger 2,Ellery,Medina
0,Erie,Unknown,01594,00,00,NL,Not Applicable,UN,Jones,Collins,Not Applicable
0,Ontario,Ontario Syndicate,01016,00,00,DW,Not Applicable,UM,Root Charles,Gorham,Not Applicable
0,Allegany,"Alma Gas Company, Inc.",60355,00,00,Oil,Sharon,AC,Vanfleet (Crittenden) 2113,Alma,Upper Devonian
0,Ontario,NYS Natural Gas Corp.,02230,00,00,Oil,Geneva,UM,Patrick P I 2,Phelps,Niagara
0,Wyoming,PPP Future Development Inc.,14803,00,00,Oil,Java,IN,Hayes,Java,Medina
0,Cattaraugus,"Empire Energy E & P, LLC",16782,00,00,Oil,Lakeshore,AC,"Bromley, J 1",Leon,Medina
0,Allegany,"Saint John Exploration & Production, Inc.",63936,00,00,OD,Richburg,IN,Trio Farm 101,Bolivar,Richburg
0,Cattaraugus,"Empire Energy E & P, LLC",12461,00,00,Oil,Utley Brook,AC,Farner Zoar 3 1184,Otto,Medina
0,Cattaraugus,PPP Future Development Inc.,22604,00,00,Oil,Dutch Hill,AC,"Hauri, D 1",Ashford,Onondaga
0,Cattaraugus,"Empire Energy E & P, LLC",17093,00,00,Oil,Lakeshore,AC,Shelter 1,Conewango,Medina
0,Erie,Iroquois Gas Corp.,03599,00,00,Oil,Orchard Park-Hamburg,PA,Benn 1 IGC-212,Orchard Park,Medina
0,Wyoming,"George, Cheryl E.",03357,00,00,Oil,Danley Corners,IN,Zeigler 578,Bennington,Medina
0,Onondaga,Meridian Gas Co.,02395,00,00,Oil,Baldwinsville,UM,Kelly 2,Van Buren,Queenston
0,Steuben,Unknown,01290,00,00,OW,Not Applicable,UM,Thomas D C,Canisteo,Not Applicable
0,Cattaraugus,PPP Future Development Inc.,21110,00,00,Oil,Chaffee-Arcade,AC,Elliott 1,Yorkshire,Medina
0,Ontario,Ontario Gas,01850,00,00,Oil,West Bloomfield,UM,Seymour Dennis 2,West Bloomfield,Medina
0,Genesee,United States Gypsum Company,15880,00,00,Oil,Huron Creek,AC,Read 1,Pembroke,Medina
0,Genesee,United States Gypsum Company,19430,00,00,Oil,Indian Falls,AC,Arnold 3,Batavia,Medina
0,Erie,"Surdej, James P. & Kathleen",12782,00,00,Oil,Elma,AC,Joezorski 1,Elma,Medina
0,Erie,Iroquois Gas Corp.,03230,00,00,Oil,Chaffee-Arcade,PA,Long William,Lancaster,Medina
0,Seneca,Minard Run Oil Company,12053,00,00,Oil,Fayette-Waterloo,AC,Partee,Fayette,Queenston
0,Chautauqua,Reservation Gas,02063,00,00,Oil,Lakeshore,UL,Domenico Anthony 1,Hanover,Medina
0,Onondaga,Meridian Gas Co.,02422,00,00,DW,Not Applicable,UN,Quinn,Camillus,Not Applicable
0,Cattaraugus,"Stephan, Philip D.",63629,00,00,OD,Chipmunk,IN,Pfeiffer 8,Allegany,Bradford & Chipmunk
0,Genesee,United States Gypsum Company,19452,00,00,Oil,Indian Falls,AC,Pelton 1,Pembroke,Medina
0,Allegany,Moore Producing Co.,63746,00,00,OD,Not Applicable,PA,Curtis Farm 2r,Bolivar,Not Applicable
0,Allegany,Pennzoil Products Co.,69483,00,00,IW,Not Applicable,UM,Ballard 15a,Bolivar,Not Applicable
0,Allegany,"Collins, Dave",66048,00,00,OD,Richburg,AC,Harder 100,Scio,Richburg
0,Genesee,Lenape Resources LLC,14526,00,00,Oil,Uhley Corners-Caledonia,AC,Thater 53,Pavilion,Medina
0,Cattaraugus,"McCracken Oil & Gas, LLC",60971,00,00,IW,Chipmunk,PA,B/R 2-Inj,Allegany,Bradford & Chipmunk
0,Chautauqua,PPP Future Development Inc.,11571,00,00,Oil,Lakeshore,AC,Smith-Selle 1,North Harmony,Medina
0,Allegany,Moose Oil Co.,61063,00,00,OD,Richburg,PA,Tullar 8,Bolivar,Waugh & Porter
0,Cattaraugus,Cal Ban Corp.,19358,00,00,OD,Five Mile,NR,Cal Ban Cb32,Allegany,Chipmunk & Bradford 3rd
0,Chautauqua,"Empire Energy E & P, LLC",15892,00,00,Oil,Lakeshore,AC,"Gravink,P 3",Clymer,Medina
0,Allegany,Pine Oil Co.,65711,00,00,IW,Richburg,IN,Pine Oil 124,Genesee,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",19133,00,00,Oil,Lakeshore,AC,"Bricker, J 1",Clymer,Medina
0,Chautauqua,"K. Petroleum, Inc.",22023,00,00,Oil,Lakeshore,AC,"Scott, W 2",Villenova,Medina
0,Oswego,Sandy Creek Oil & Gas,02449,00,00,Oil,Sandy Creek,UL,Tuttle Irving Loundb 2,Sandy Creek,Trenton
0,Allegany,Piedmont Resources Corporation,69007,00,00,OD,Ford's Brook,IN,Shear ow5,Alma,Richburg
0,Allegany,"Plants and Goodwin, Inc.",14328,00,00,OD,Richburg,PA,Sawyer 289,Bolivar,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",12101,00,00,Oil,Lakeshore,AC,Kahabka 1316,Hanover,Medina
0,Allegany,Moose Oil Co.,61008,00,00,OD,Richburg,PA,Myrtle 6,Bolivar,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",12170,00,00,Oil,Lakeshore,AC,Sam & Sons 1337,Dunkirk,Medina
0,Chautauqua,"Empire Energy E & P, LLC",10660,00,00,Oil,Lakeshore,AC,Cliffstar-Stanton 1,Pomfret,Medina
0,Orleans,Unknown,01047,00,00,DW,Not Applicable,UM,Lyman/Eagle Harbor,Albion,Not Applicable
0,Cattaraugus,BDH Oil Inc.,64978,00,00,IW,Chipmunk,PA,Nichols Run Cw-7,Allegany,Chipmunk & Bradford 2nd
0,Erie,"Kammer, Walter A.",11061,00,00,GE,Glenwood,AC,Wroblewski Francis 2,Colden,Medina
0,Chautauqua,PPP Future Development Inc.,14862,00,00,Oil,Lakeshore,AC,Weller NY 77,Harmony,Medina
0,Erie,Unknown,03042,00,00,Oil,Alden-Lancaster,UM,Knowles James,Alden,Medina
0,Erie,Sivad Energy No 4,67233,00,00,Oil,Akron,AC,Gerald Fisher 1,Newstead,Medina
0,Cattaraugus,Case Brothers Inc.,13930,00,00,OD,Bradford,AC,Moyer 07,Carrollton,Chipmunk
0,Chautauqua,"Tenpas, Bruce",17789,00,00,Oil,Lakeshore,AC,H Tenpas Unit 1,Sherman,Medina
0,Allegany,P & G Oil Co.,65655,00,00,OD,Fulmer Valley,IN,Hornburg 02021,Willing,Richburg
0,Chautauqua,Greenridge Oil Company LLC,04460,00,00,Oil,Lakeshore,AC,Sommers Tuttle 1 (AB #1),Sheridan,Medina
0,Chautauqua,"Weil Resources, Inc.",11446,00,00,Oil,Lakeshore,IN,Martina 1,Pomfret,Medina
0,Chautauqua,Not Applicable,02951,00,00,NL,Lakeshore,VP,Voided Permit,Arkwright,Medina
0,Onondaga,Meridian Gas Co.,02367,00,00,Oil,Baldwinsville,UL,Shriver 1,Lysander,Trenton
0,Wyoming,United States Gypsum Company,17879,00,00,Oil,Danley Corners,AC,Schad 1,Bennington,Medina
0,Allegany,"Zlomek, John",65208,00,00,OD,Richburg,AC,Vossler ow8,Alma,Richburg
0,Erie,Arkema Inc.,64652,00,00,Oil,Buffalo,PA,Lucidol Fee 3,Tonawanda,Medina
0,Cattaraugus,"McCracken Oil & Gas, LLC",11828,00,00,OD,Bradford,PA,Clark W-14,Carrollton,"Chipmunk, Bradford 2nd & 3rd"
0,Allegany,PPP Future Development Inc.,23296,00,00,OD,Fulmer Valley,AC,Joyce-Harris 2a,Andover,Fulmer Valley
0,Wyoming,Alden Batavia Natural Gas Co.,03159,00,00,Oil,Not Applicable,UM,Mooney William,Middlebury,Not Applicable
0,Chautauqua,PPP Future Development Inc.,16819,00,00,OD,Gerry-Charlotte,AC,"Lipari, F 1",Gerry,Bass Island
0,Allegany,Estate of James Robert Wells,11357,00,00,OD,Richburg,AC,8-79 63t79t,Alma,Richburg
0,Allegany,"Dust Bowl Oil Company, Inc.",66645,00,00,OD,Richburg,IN,Jacob Jordan Farm 233,Wirt,Richburg
0,Cattaraugus,"Empire Energy E & P, LLC",22171,00,00,Oil,Lakeshore,AC,"Yoder, E 1",Leon,Medina
0,Livingston,New York Natural Gas Co.,04213,00,00,DW,Not Applicable,UM,Wadsworth 2,Geneseo,Not Applicable
0,Allegany,SK Enterprises,16506,00,00,OD,Richburg,IN,Starr 7,Bolivar,Richburg
0,Erie,"Stedman Energy, Inc.",17937,00,00,Oil,Brant-Eden,AC,Eckhardt-Agle 1,Eden,Grimsby
0,Chautauqua,"Republic Light, Heat & Power",02792,00,00,Oil,Lakeshore,UM,Miller F C 1,Sheridan,Medina
0,Chautauqua,"Empire Energy E & P, LLC",16981,00,00,Oil,Lakeshore,AC,"Humphrey, V 1",French Creek,Medina
0,Seneca,A.D.C.O. Well Services Inc.,21355,00,00,Oil,Fayette-Waterloo,AC,Martin 1187,Fayette,Queenston
0,Genesee,Alden Batavia Natural Gas Co.,01842,00,00,Oil,Pavilion,UL,Johnson 1,Pavilion,Medina
0,Chautauqua,PPP Future Development Inc.,17813,00,00,Oil,Lakeshore,AC,Cannon 9,Ellington,Medina
0,Cattaraugus,"Little, Jay R.",09304,00,00,OD,Chipmunk,IN,Pfouts I 22,Carrollton,Chipmunk & Bradford 2nd
